90,6.20909
90.202,1.77363
90.404,0.861699
90.6061,2.75386
90.8081,4.20173
91.0101,0.906472
91.2121,1.47567
91.4141,2.71073
91.6162,33.0314
91.8182,13.7722
92.0202,4.25536
92.2222,1.48833
92.4242,9.98187
92.6263,6.08094
92.8283,8.01169
93.0303,2.39638
93.2323,8.91655
93.4343,1.10005
93.6364,6.21653
93.8384,10.5849
94.0404,1.96444
94.2424,0.306138
94.4444,0.948274
94.6465,3.5499
94.8485,1.6043
95.0505,7.35382
95.2525,31.3073
95.4545,0.530787
95.6566,10.2436
95.8586,4.67611
96.0606,2.67295
96.2626,50.8356
96.4646,5.48151
96.6667,10.8776
96.8687,8.79765
97.0707,23.4112
97.2727,8.80028
97.4747,2.64325
97.6768,7.27247
97.8788,4.7227
98.0808,17.6924
98.2828,6.33615
98.4848,5.74142
98.6869,4.99584
98.8889,4.10031
99.0909,1.06798
99.2929,5.16737
99.4949,2.14517
99.697,5.18913
99.899,21.474
100.101,3.9626
100.303,4.65066
100.505,1.19641
100.707,11.9548
100.909,20.1208
101.111,9.95987
101.313,19.5418
101.515,113.508
101.717,21.4471
101.919,0.0898549
102.121,17.5635
102.323,8.15744
102.525,16.0103
102.727,4.3279
102.929,36.3805
103.131,2.93374
103.333,6.3181
103.535,3.09051
103.737,4.2116
103.939,5.25016
104.141,2.10545
104.343,4.93468
104.545,3.03404
104.747,0.865326
104.949,2.42279
105.152,8.71199
105.354,3.41498
105.556,4.4378
105.758,0.520189
105.96,13.0819
106.162,15.8226
106.364,1.68798
106.566,13.4259
106.768,9.46527
106.97,0.506593
107.172,5.73654
107.374,42.6682
107.576,3.73241
107.778,0.438443
107.98,1.24246
108.182,0.911217
108.384,15.6266
108.586,2.34781
108.788,1.07282
108.99,3.7785
109.192,5.57074
109.394,2.05308
109.596,5.74255
109.798,14.6379
110,1.54219
